id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
FOODS_3_001_TX_3_validation,-0.12736433744430542,-0.13064821064472198,-0.13596849143505096,-0.1280367374420166,-0.12160754203796387,-0.11147146672010422,-0.1010110154747963,-0.08550373464822769,-0.06895636022090912,-0.0406440831720829,-0.02479948103427887,-0.01793856918811798,0.011799708940088749,0.020533207803964615,0.041742585599422455,0.04043358936905861,0.03906713426113129,0.0376429557800293,0.036183618009090424,0.032552748918533325,0.029008131474256516,0.02774723991751671,0.026804305613040924,0.02593935653567314,0.02304985001683235,0.022373586893081665,0.02176538109779358,0.01916438527405262
FOODS_3_002_TX_3_validation,0.2006316650658846,0.18963774293661118,0.17319548316299915,0.16418341174721718,0.14083647541701794,0.1174186198040843,0.10857134498655796,0.0945217665284872,0.07135731261223555,0.05743208806961775,0.048508613370358944,0.03665963653475046,0.020590995904058218,0.019014221616089344,0.01672050543129444,0.015886354143731296,0.015332211856730282,0.015107288723811507,0.015269566560164094,0.01631049730349332,0.01734417665284127,0.017817369662225246,0.0183052949141711,0.018874518340453506,0.01998223504051566,0.020325924502685666,0.02065735962241888,0.02146830875426531
FOODS_3_003_TX_3_validation,0.10638395324349403,0.10421698540449142,0.10149778425693512,0.08829437009990215,0.07617690972983837,0.06527828983962536,0.05987975746393204,0.04506902955472469,0.033832138404250145,0.029198912903666496,0.030148610472679138,0.02944863773882389,0.021755827590823174,0.01929940190166235,0.020216363947838545,0.02271133242174983,0.024616945534944534,0.02587136998772621,0.02645416371524334,0.023637779988348484,0.020759148057550192,0.02084084367379546,0.0205307649448514,0.019986926112324,0.016414579935371876,0.01614909851923585,0.01586938463151455,0.012660229112952948
FOODS_3_004_TX_3_validation,0.010858619585633278,0.015042861923575401,0.018025830388069153,0.011406815610826015,0.0077402181923389435,0.00889862235635519,0.01022272277623415,0.005327386781573296,0.008739045821130276,0.004994671791791916,0.004021337255835533,-0.0017696430440992117,0.0006336204241961241,-0.005728011950850487,-0.006023485213518143,-0.005275090225040913,-0.004520058631896973,-0.0038129000458866358,-0.0031655847560614347,-0.002450638683512807,-0.0017959412652999163,-0.0014005613047629595,-0.0011176362168043852,-0.0009229208808392286,-0.0005901486147195101,-0.0004247704055160284,-0.0002971112262457609,-6.906990893185139e-05
FOODS_3_005_TX_3_validation,-0.009588153101503849,-0.019325334578752518,-0.012697489000856876,-0.010257174260914326,-0.004920691251754761,-0.0008377106860280037,-0.00041660573333501816,-0.007970125414431095,-0.005083190277218819,0.014113621786236763,0.018168315291404724,0.02224002778530121,0.019792351871728897,0.017536843195557594,0.01397012546658516,0.01470549963414669,0.015392228960990906,0.01595032587647438,0.016248703002929688,0.015810392796993256,0.015452670864760876,0.015644550323486328,0.01551312766969204,0.015216607600450516,0.01430436596274376,0.014126686379313469,0.01386086642742157,0.013045428320765495
FOODS_3_006_TX_3_validation,0.05355471046641469,0.057904453948140144,0.05277183232828975,0.05131730763241649,0.0497083286754787,0.04839392239227891,0.028527647256851196,0.025359639897942543,0.019728676415979862,0.007878601551055908,-0.0009685115655884147,-0.008424029569141567,-0.013146723504178226,-0.022261652629822493,-0.027553063817322254,-0.027113170363008976,-0.025749393738806248,-0.023642959538847208,-0.021036494988948107,-0.017675403505563736,-0.014742852188646793,-0.012954853591509163,-0.011246969341300428,-0.009784835041500628,-0.007876007701270282,-0.007227176916785538,-0.006670814473181963,-0.0056893719593063
FOODS_3_007_TX_3_validation,-0.5152595471590757,-0.34641100000590086,-0.2895598169416189,-0.2402113643474877,-0.16199851455166936,-0.09241963783279061,0.014425693778321147,0.0843278729589656,0.15214470261707902,0.18035035161301494,0.14982624468393624,0.18650641338899732,0.22486367588862777,0.2598161608912051,0.3804447427392006,0.3744808998890221,0.3691931893117726,0.36446571722626686,0.3587650782428682,0.3327817493118346,0.3081830102019012,0.30604638904333115,0.3028416419401765,0.2988327397033572,0.273717250674963,0.27069583162665367,0.26846544444561005,0.24618787597864866
FOODS_3_008_TX_3_validation,1.5444488637149334,1.5623769536614418,1.4108742214739323,1.2952995114028454,1.297829244285822,1.151390541344881,1.007039500400424,0.8725578989833593,0.7309672422707081,0.5412345379590988,0.5262311501428485,0.42283796705305576,0.3633162612095475,0.14739185106009245,0.01110809447709471,0.01775645010638982,0.027763702673837543,0.04149200511164963,0.05790934665128589,0.07872365065850317,0.09889093460515141,0.11475457111373544,0.1299434807151556,0.1448584022000432,0.1600958639755845,0.17041016137227416,0.17970276065170765,0.18819937482476234
FOODS_3_009_TX_3_validation,-0.04664322128519416,-0.05262620514258742,-0.039686684031039476,-0.028308000415563583,-0.021640002261847258,-0.015880919061601162,-0.002171114203520119,-0.0005664053605869412,-0.003783307154662907,0.009842441650107503,0.02237690007314086,0.03618311742320657,0.03694589016959071,0.047382954973727465,0.03945666830986738,0.03873691940680146,0.037404356990009546,0.03554990515112877,0.033318630419671535,0.029199971817433834,0.025319233536720276,0.023564402479678392,0.02195947850123048,0.020472950767725706,0.017324667423963547,0.016360671259462833,0.015501403715461493,0.013033813214860857
FOODS_3_010_TX_3_validation,0.08051910251379013,0.08000533282756805,0.080421082675457,0.07647819817066193,0.07172815501689911,0.062311913818120956,0.05749393627047539,0.047465719282627106,0.03614118695259094,0.029984883964061737,0.022256815806031227,0.020583948120474815,0.011190329678356647,0.006669817958027124,0.007898110896348953,0.009154939092695713,0.010480765253305435,0.011766374111175537,0.01292385719716549,0.01121525838971138,0.009410282596945763,0.010237414389848709,0.01084909588098526,0.011282279156148434,0.008788764476776123,0.009003865532577038,0.00913848914206028,0.006436122581362724
