"id","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28"
"FOODS_3_001_TX_3_validation","0.452404002409795","0.337086190659145","0.328493381083736","0.327853095118555","0.327805384749367","0.327801829651408","0.327801564746279","0.327801545007097","0.327801543536248","0.327801543426649","0.327801543418482","0.327801543417874","0.327801543417829","0.327801543417825","0.327801543417825","0.327801543417825","0.327801543417825","0.327801543417825","0.327801543417825","0.327801543417825","0.327801543417825","0.327801543417825","0.327801543417825","0.327801543417825","0.327801543417825","0.327801543417825","0.327801543417825","0.327801543417825"
"FOODS_3_002_TX_3_validation","1.11730778100586","1.41215720793665","1.48996583510216","1.51049896797749","1.51591751295167","1.51734742770532","1.51772477184706","1.51782435023167","1.51785062824578","1.51785756282328","1.51785939280803","1.51785987572775","1.51786000316676","1.517860036797","1.51786004567177","1.51786004801376","1.51786004863179","1.51786004879489","1.51786004883793","1.51786004884928","1.51786004885228","1.51786004885307","1.51786004885328","1.51786004885334","1.51786004885335","1.51786004885335","1.51786004885336","1.51786004885336"
"FOODS_3_003_TX_3_validation","0.3798456726683","0.463103873080189","0.481353200200679","0.485353261920763","0.486230033631787","0.486422212824772","0.486464336494767","0.486473569562854","0.486475593354853","0.486476036948902","0.48647613418008","0.486476155492138","0.486476160163518","0.486476161187436","0.486476161411868","0.486476161461061","0.486476161471844","0.486476161474207","0.486476161474725","0.486476161474839","0.486476161474864","0.486476161474869","0.48647616147487","0.486476161474871","0.486476161474871","0.486476161474871","0.486476161474871","0.486476161474871"
"FOODS_3_004_TX_3_validation","0.156331951767091","0.152938605863667","0.153012261928791","0.153010663148093","0.153010697851274","0.153010697098006","0.153010697114356","0.153010697114001","0.153010697114009","0.153010697114009","0.153010697114009","0.153010697114009","0.153010697114009","0.153010697114009","0.153010697114009","0.153010697114009","0.153010697114009","0.153010697114009","0.153010697114009","0.153010697114009","0.153010697114009","0.153010697114009","0.153010697114009","0.153010697114009","0.153010697114009","0.153010697114009","0.153010697114009","0.153010697114009"
"FOODS_3_005_TX_3_validation","1.59451283810785","0.976661423309354","0.817965764144735","0.777204649685028","0.766735122914458","0.764046016096536","0.763355316732882","0.763177910016357","0.763132342950968","0.763120639011631","0.763117632844899","0.763116860708429","0.763116662384522","0.763116611444859","0.763116598360963","0.763116595000353","0.763116594137178","0.763116593915471","0.763116593858525","0.763116593843898","0.763116593840141","0.763116593839177","0.763116593838929","0.763116593838865","0.763116593838849","0.763116593838844","0.763116593838843","0.763116593838843"
"FOODS_3_006_TX_3_validation","0.876886456205894","0.865000811650705","0.863853346131163","0.863742567358298","0.863731872538882","0.863730840038166","0.863730740358341","0.863730730735037","0.863730729805983","0.86373072971629","0.863730729707631","0.863730729706795","0.863730729706714","0.863730729706706","0.863730729706706","0.863730729706706","0.863730729706706","0.863730729706706","0.863730729706706","0.863730729706706","0.863730729706706","0.863730729706706","0.863730729706706","0.863730729706706","0.863730729706706","0.863730729706706","0.863730729706706","0.863730729706706"
"FOODS_3_007_TX_3_validation","5.1411802895631","5.94049916532855","6.06477231452193","6.08409353422371","6.08709747782043","6.08756451236957","6.08763712400926","6.08764841321737","6.08765016839354","6.08765044127746","6.08765048370377","6.08765049029995","6.08765049132548","6.08765049148492","6.08765049150971","6.08765049151356","6.08765049151416","6.08765049151426","6.08765049151427","6.08765049151427","6.08765049151427","6.08765049151427","6.08765049151427","6.08765049151427","6.08765049151427","6.08765049151427","6.08765049151427","6.08765049151427"
"FOODS_3_008_TX_3_validation","0.89761097752028","1.40891546165981","1.7001688910947","1.86607504445133","1.96057986032595","2.01441246413719","2.04507703087147","2.06254443141368","2.07249435453981","2.07816211088264","2.08139062446556","2.08322967669797","2.08427725262624","2.08487398136844","2.0852138948603","2.08540751915519","2.08551781300486","2.08558063948685","2.0856164272198","2.08563681292006","2.08564842518887","2.08565503986411","2.08565880776936","2.08566095407427","2.08566217666998","2.08566287309491","2.08566326979816","2.0856634957715"
"FOODS_3_009_TX_3_validation","0.544254904871192","0.592884467416529","0.597229553390372","0.597617789910132","0.597652479119088","0.597655578624561","0.597655855567578","0.597655880312633","0.597655882523621","0.597655882721175","0.597655882738826","0.597655882740403","0.597655882740544","0.597655882740557","0.597655882740558","0.597655882740558","0.597655882740558","0.597655882740558","0.597655882740558","0.597655882740558","0.597655882740558","0.597655882740558","0.597655882740558","0.597655882740558","0.597655882740558","0.597655882740558","0.597655882740558","0.597655882740558"
"FOODS_3_010_TX_3_validation","0.498261916905255","0.509424514739837","0.509674591228103","0.509680193709793","0.509680319222597","0.509680322034469","0.509680322097464","0.509680322098875","0.509680322098906","0.509680322098907","0.509680322098907","0.509680322098907","0.509680322098907","0.509680322098907","0.509680322098907","0.509680322098907","0.509680322098907","0.509680322098907","0.509680322098907","0.509680322098907","0.509680322098907","0.509680322098907","0.509680322098907","0.509680322098907","0.509680322098907","0.509680322098907","0.509680322098907","0.509680322098907"
