"id","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28"
"FOODS_3_001_TX_3_validation","0.427495127738263","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646","0.327763121177646"
"FOODS_3_002_TX_3_validation","1.27057276611574","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937","1.51874036491937"
"FOODS_3_003_TX_3_validation","0.412321313368739","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226","0.486722180475226"
"FOODS_3_004_TX_3_validation","0.156392643812713","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571","0.152976430234571"
"FOODS_3_005_TX_3_validation","1.45585824201142","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006","0.762937225428006"
"FOODS_3_006_TX_3_validation","0.883032827008063","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805","0.863720769541805"
"FOODS_3_007_TX_3_validation","5.42371520848792","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247","6.08647099135247"
"FOODS_3_008_TX_3_validation","1.54058371340748","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986","2.08624643492986"
"FOODS_3_009_TX_3_validation","0.553884062170144","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729","0.597715096946729"
"FOODS_3_010_TX_3_validation","0.498188415253968","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002","0.509666458424002"
"FOODS_3_011_TX_3_validation","0.852191023200207","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838","0.87924544986838"
"FOODS_3_012_TX_3_validation","0.783460663421721","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714","0.870537940458714"
"FOODS_3_013_TX_3_validation","0.490021363669968","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786","0.535260112327786"
"FOODS_3_014_TX_3_validation","0.885245071498461","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804","1.04498110999804"
"FOODS_3_015_TX_3_validation","1.37045935091964","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365","1.5532466420365"
"FOODS_3_016_TX_3_validation","0.311984720395044","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512","0.347292264755512"
"FOODS_3_017_TX_3_validation","0.0767797131179911","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614","0.0794558268084614"
"FOODS_3_018_TX_3_validation","0.493275204866277","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816","0.610715721646816"
