"id","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28"
"FOODS_3_001_TX_3_validation","0.487539358039134","0.624234712697591","0.584531338118615","0.566115542109963","0.567157855991526","0.565595756463277","0.565374265692056","0.565326332473818","0.565290739840323","0.565285769993949","0.565283448139871","0.565282676638904","0.565282506685486","0.565282436208498","0.565282417195988","0.565282411581497","0.565282409659338","0.56528240913025","0.565282408960663","0.565282408908232","0.56528240889286","0.56528240888798","0.565282408886514","0.565282408886068","0.565282408885929","0.565282408885888","0.565282408885875","0.565282408885871"
"FOODS_3_002_TX_3_validation","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507","0.00959679172209507"
"FOODS_3_003_TX_3_validation","0.45501387317206","0.434931073813718","0.431284942016779","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497","0.51186034596497"
"FOODS_3_004_TX_3_validation","0.200652882269467","0.184958745767519","0.17397717663833","0.173500035426923","0.172249063906683","0.17067749116006","0.169298682177283","0.168045564936804","0.166887587912823","0.165821108620413","0.164839609204968","0.163936095473956","0.163104350834592","0.162338686740364","0.16163385339051","0.160985017265705","0.160387729560732","0.159837894909789","0.15933174327978","0.15886580416016","0.158436882765473","0.158042038127935","0.157678562932409","0.157343964953348","0.157035949966441","0.156752406017892","0.156491388943475","0.156251109038065"
"FOODS_3_005_TX_3_validation","1.37351774936995","1.21794486811104","1.20872991096546","1.20818408681855","1.20815175633729","1.20814984132487","1.20814972789406","1.20814972117528","1.20814972077731","1.20814972075374","1.20814972075235","1.20814972075226","1.20814972075226","1.20814972075226","1.20814972075226","1.20814972075226","1.20814972075226","1.20814972075226","1.20814972075226","1.20814972075226","1.20814972075226","1.20814972075226","1.20814972075226","1.20814972075226","1.20814972075226","1.20814972075226","1.20814972075226","1.20814972075226"
"FOODS_3_006_TX_3_validation","1.08491290725366","1.10417686479505","1.08918714027819","1.10085098664042","1.09177508188922","1.09883725027645","1.09334201606049","1.09761798307692","1.09429075566367","1.09687974716359","1.09486519385714","1.09643276370998","1.09521300187213","1.09616212636466","1.09542359096015","1.09599826219454","1.09555109740648","1.09589904652193","1.09562829938312","1.09583897390396","1.09567504325662","1.09580260143039","1.09570334550748","1.0957805788038","1.09572048181527","1.09576724465205","1.09573085742272","1.09575917115537"
"FOODS_3_007_TX_3_validation","0.070775384373936","0.0693271727235093","0.0693568061476579","0.0693561997861315","0.0693562121935502","0.0693562119396686","0.0693562119448636","0.0693562119447573","0.0693562119447594","0.0693562119447594","0.0693562119447594","0.0693562119447594","0.0693562119447594","0.0693562119447594","0.0693562119447594","0.0693562119447594","0.0693562119447594","0.0693562119447594","0.0693562119447594","0.0693562119447594","0.0693562119447594","0.0693562119447594","0.0693562119447594","0.0693562119447594","0.0693562119447594","0.0693562119447594","0.0693562119447594","0.0693562119447594"
"FOODS_3_008_TX_3_validation","0.0293457343068042","0.0348664281994756","0.0405699691751158","0.0444539732291465","0.0504301326834789","0.0508798623524965","0.0539563885508936","0.0544411859030263","0.0562004055170734","0.0561736255764931","0.0572843089504627","0.0571819284391617","0.0578327940176086","0.05770751382745","0.0581162283902263","0.0579983038270354","0.0582533405852648","0.0581585370981937","0.0583205750499607","0.0582474283901993","0.058351752543033","0.0582976848705121","0.0583654304238137","0.0583263462948979","0.0583707808220157","0.0583429763629851","0.0583723232764884","0.0583527732015346"
"FOODS_3_009_TX_3_validation","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517","0.662901235199517"
"FOODS_3_010_TX_3_validation","0.553994368652468","0.558452116092513","0.537911664765269","0.522709722357767","0.512482882535375","0.505662396155057","0.501117471366754","0.498089142780789","0.496071353087349","0.494726891264801","0.493831070721171","0.493234181745037","0.492836472123261","0.492571476538542","0.492394908871895","0.492277261096978","0.492198871892398","0.492146640837463","0.492111839067063","0.49208865050186","0.492073199863862","0.492062905039129","0.492056045554343","0.492051475050936","0.492048429705396","0.492046400578923","0.492045048563465","0.49204414770991"
