"id","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28"
"FOODS_3_001_TX_3_validation","1.28481267076912","1.28481267076912","1.28481267076912","1.28481267076912","1.28481267076912","1.28481267076912","1.37276883614497","1.28481267076912","1.37276883614497","1.28481267076912","1.37276883614497","1.37276883614497","1.37276883614497","1.28481267076912","1.37276883614497","1.28481267076912","1.37276883614497","1.37276883614497","1.37276883614497","1.28481267076912","1.37276883614497","1.28481267076912","1.28481267076912","1.28481267076912","1.28481267076912","1.28481267076912","1.28481267076912","1.28481267076912"
"FOODS_3_002_TX_3_validation","1.09531898449861","1.09531898449861","1.09531898449861","1.09531898449861","1.09531898449861","1.09531898449861","1.49191519508594","1.09531898449861","1.49191519508594","1.09531898449861","1.49191519508594","1.49191519508594","1.49191519508594","1.09531898449861","1.49191519508594","1.09531898449861","1.49191519508594","1.49191519508594","1.49191519508594","1.09531898449861","1.49191519508594","1.09531898449861","1.09531898449861","1.09531898449861","1.09531898449861","1.09531898449861","1.09531898449861","1.09531898449861"
"FOODS_3_003_TX_3_validation","1.42732112845643","1.42732112845643","1.42732112845643","1.42732112845643","1.42732112845643","1.42732112845643","1.52911141465911","1.42732112845643","1.52911141465911","1.42732112845643","1.52911141465911","1.52911141465911","1.52911141465911","1.42732112845643","1.52911141465911","1.42732112845643","1.52911141465911","1.52911141465911","1.52911141465911","1.42732112845643","1.52911141465911","1.42732112845643","1.42732112845643","1.42732112845643","1.42732112845643","1.42732112845643","1.42732112845643","1.42732112845643"
"FOODS_3_004_TX_3_validation","1.14837077098905","1.14837077098905","1.14837077098905","1.14837077098905","1.14837077098905","1.14837077098905","1.18026382331903","1.14837077098905","1.18026382331903","1.14837077098905","1.18026382331903","1.18026382331903","1.18026382331903","1.14837077098905","1.18026382331903","1.14837077098905","1.18026382331903","1.18026382331903","1.18026382331903","1.14837077098905","1.18026382331903","1.14837077098905","1.14837077098905","1.14837077098905","1.14837077098905","1.14837077098905","1.14837077098905","1.14837077098905"
"FOODS_3_005_TX_3_validation","1.47217030410905","1.47217030410905","1.47217030410905","1.47217030410905","1.47217030410905","1.47217030410905","1.68619297820618","1.47217030410905","1.68619297820618","1.47217030410905","1.68619297820618","1.68619297820618","1.68619297820618","1.47217030410905","1.68619297820618","1.47217030410905","1.68619297820618","1.68619297820618","1.68619297820618","1.47217030410905","1.68619297820618","1.47217030410905","1.47217030410905","1.47217030410905","1.47217030410905","1.47217030410905","1.47217030410905","1.47217030410905"
"FOODS_3_006_TX_3_validation","1.70295202952029","1.70295202952029","1.70295202952029","1.70295202952029","1.70295202952029","1.70295202952029","2.18867924528301","1.70295202952029","2.18867924528301","1.70295202952029","2.18867924528301","2.18867924528301","2.18867924528301","1.70295202952029","2.18867924528301","1.70295202952029","2.18867924528301","2.18867924528301","2.18867924528301","1.70295202952029","2.18867924528301","1.70295202952029","1.70295202952029","1.70295202952029","1.70295202952029","1.70295202952029","1.70295202952029","1.70295202952029"
"FOODS_3_007_TX_3_validation","16.156469540089","16.156469540089","16.156469540089","16.156469540089","16.156469540089","16.156469540089","19.1270455865806","16.156469540089","19.1270455865806","16.156469540089","19.1270455865806","19.1270455865806","19.1270455865806","16.156469540089","19.1270455865806","16.156469540089","19.1270455865806","19.1270455865806","19.1270455865806","16.156469540089","19.1270455865806","16.156469540089","16.156469540089","16.156469540089","16.156469540089","16.156469540089","16.156469540089","16.156469540089"
"FOODS_3_008_TX_3_validation","5.58316421173205","5.58316421173205","5.58316421173205","5.58316421173205","5.58316421173205","5.68693766702126","5.80879529690928","5.68693766702126","5.80879529690928","5.68693766702126","5.80879529690928","5.80879529690928","5.80879529690928","5.68693766702126","5.80879529690928","5.68693766702126","5.80879529690928","5.80879529690928","5.80879529690928","5.68693766702126","5.80879529690928","5.68693766702126","5.68693766702126","5.68693766702126","5.68693766702126","5.68693766702126","5.68693766702126","5.68693766702126"
"FOODS_3_009_TX_3_validation","1.57671957671957","1.57671957671957","1.57671957671957","1.57671957671957","1.57671957671957","1.57671957671957","1.63586956521739","1.57671957671957","1.63586956521739","1.57671957671957","1.63586956521739","1.63586956521739","1.63586956521739","1.57671957671957","1.63586956521739","1.57671957671957","1.63586956521739","1.63586956521739","1.63586956521739","1.57671957671957","1.63586956521739","1.57671957671957","1.57671957671957","1.57671957671957","1.57671957671957","1.57671957671957","1.57671957671957","1.57671957671957"
"FOODS_3_010_TX_3_validation","1.5125434726387","1.5125434726387","1.5125434726387","1.5125434726387","1.5125434726387","1.5125434726387","1.59787817744316","1.5125434726387","1.59787817744316","1.5125434726387","1.59787817744316","1.59787817744316","1.59787817744316","1.5125434726387","1.59787817744316","1.5125434726387","1.59787817744316","1.59787817744316","1.59787817744316","1.5125434726387","1.59787817744316","1.5125434726387","1.5125434726387","1.5125434726387","1.5125434726387","1.5125434726387","1.5125434726387","1.5125434726387"
